seed,reg_epochs,ptb_epochs,surrogate_epochs,randomized,ptb_rate,protected_size,retrain,base_g0,lock_g0,change_g0,base_g_g0,lock_g_g0,change_g_g0,g0g0_add,g0g0_remove,g0gX_add,g0gX_remove,gXgX_add,gXgX_remove,total,trivial_g0g0,trivial_g0gX
102,50,20,20,N,0.5,0.14,Y,0.5864406824111938,0.19830508530139923,-0.3881355971097946,0.6748714447021484,0.6752387881278992,0.0003673434257507324,55,2,209,2,173,0,441,,
102,50,20,20,Y,0.5,0.14,Y,0.668789803981781,0.4416135847568512,-0.2271762192249298,0.6575149297714233,0.6497712135314941,-0.007743716239929199,46,0,274,0,115,0,435,,
